model,split,threshold,accuracy,precision,recall,f1,macro_f1,balanced_accuracy,brier_score,roc_auc,pr_auc
MLP,test,0.5,0.9285714285714286,0.92,0.8214285714285714,0.8679245283018868,0.9094867396754189,0.8964285714285714,0.06596924498830443,0.9561224489795919,0.9313072776674441
